review,rating,date,bank
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,BOA
liking this application good 👍,5,2025-05-07,BOA
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,BOA
it's really good 👍,5,2025-04-23,BOA
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,BOA
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,BOA
Best,2,2025-04-19,BOA
"Dashen SuperApp is the best mobile banking application I have ever used. Its user-friendly design, reliability, and wide range of features make it an outstanding digital banking platform. One feature that would make it even better is the ability to open a personal closed saving account directly within the app. Adding this functionality would provide greater convenience, streamline the account-opening process, and further enhance the overall customer experience.",4,2026-07-24,Dashen
nice,5,2026-07-24,Dashen
wow,5,2026-07-23,Dashen
it says invalid request whats wrong with it?,2,2026-07-22,Dashen
cannot be downloadable Master card,3,2026-07-21,Dashen
best app,5,2026-07-20,Dashen
"The Dashen Super App has become one of the best banking apps in Ethiopia. The interface is modern, easy to use, and the app offers many useful services in one place. Money transfers, bill payments, airtime top-ups, and account management are all simple and convenient. The recent updates have noticeably improved the speed and overall user experience. I appreciate Dashen Bank's continuous efforts to innovate and provide secure digital banking. Keep up the great work!",5,2026-07-18,Dashen
"The UI is good, but it's the worst banking app experience. After just two or three incorrect PIN attempts, it locks your account, and you have to visit a branch every time.",1,2026-07-18,Dashen
nice and user friendly,5,2026-07-17,Dashen
when compared this app to CBE&Awash pro CBE&Awash pro is better and simple for using.,3,2026-07-16,Dashen
slow,1,2026-07-15,Dashen
Dashen bank love forever.,5,2026-07-15,Dashen
very nice,5,2026-07-14,Dashen
very good app,5,2026-07-13,Dashen
🙏,5,2026-07-12,Dashen
ower comment is your service is so poor,3,2026-07-12,Dashen
system left me hanging when trying to pay for a service i used,1,2026-07-12,Dashen
"opening new accounts through Fayida is not working at all. Fix it, please 🙏🏼",1,2026-07-12,Dashen
"Very nice app! I really appreciate that it allows customers to register for a bank account using only their phones, without having to visit a bank branch. It's convenient, time-saving, and makes banking much more accessible. Great job!",5,2026-07-11,Dashen
"Great app, unfortunately since the last update, it doesn't run on my phone with LineageOS. The app tells me ""OTP sent to phone"" even if it's sent to my email only.",3,2026-07-11,Dashen
best,5,2026-07-10,Dashen
it is very nice and friendly app,4,2026-07-10,Dashen
ayubeza,5,2026-07-09,Dashen
thank you no word,5,2026-07-09,Dashen
good job,5,2026-07-09,Dashen
The most worest app I everseen in the bank world.,1,2026-07-09,Dashen
"Best UI, Worst UX though",1,2026-07-07,Dashen
i like it,5,2026-07-07,Dashen
cuting edge app,5,2026-07-07,Dashen
very nice app but always request to update,5,2026-07-07,Dashen
supper app...big fixture.!!!,5,2026-07-07,Dashen
it's 👍 good,5,2026-07-06,Dashen
"The application is not sending OTPs promptly, which is causing inconvenience. Additionally, since the recent update, I am unable to open it.",1,2026-07-06,Dashen
didn't work bad app,1,2026-07-06,Dashen
"It has nice outlook but after the app is updated, I can't even login to the app, and It took a week tp receive a money sent from abroad, it's not as fast and reliable for me.",3,2026-07-06,Dashen
"when you release an update to the app leave a choice to skip it and login to resume updating at our desired time, clearly dumb idea for people trying to transfer funds on the go forcing them to install and update in an unknown moments",1,2026-07-06,Dashen
"The most irritating, weak and unreliable app. The first week it works fine the next week it gets scrambled and blocked. The bank doesn't even care to apologize for the frequent drawback.",1,2026-07-06,Dashen
"መጀመሪያ መጠቀም ሲጀምር አሪፍ ሆኖ አግችያለሁ። ሆኖም ግን በJuly 4, 2026 ካዘመንኩ በኋላ በየትኛውም ኔትወርክ አልከፍትም አለኝ። እስከ ሁለት ደቂቃ የሚያህልን ዝም ብሎ ይሸከረከራል። በዚህም በጣም አበሳጭቶኛል።",2,2026-07-06,Dashen
nice application for now,5,2026-07-06,Dashen
The password screen lags and fails to open immediately upon launching the APK,1,2026-07-06,Dashen
To me it is the smartest mobil banking . The fastest and more reliable .Keep it up .,5,2026-07-06,Dashen
Super fast and use friendly,4,2026-07-06,Dashen
ሸጋ አፕ ነው,5,2026-07-06,Dashen
the system is not stable it often stops and loads for a whole day and they dont even notify you when they are going to do maintenance. instead of tiktok marketing maybe solve the issue of the usual system failure to access the app,1,2026-07-06,Dashen
the most worst app in Ethiopian history it never work always update no end result.,1,2026-07-06,Dashen
👍,5,2026-07-06,Dashen
very very poor mobile service,1,2026-07-06,Dashen
authentication sign in is not working after update,1,2026-07-06,Dashen
The most arrogant apps that I have ever used,1,2026-07-06,Dashen
I can't login after an update,1,2026-07-06,Dashen
the worst bank transaction app ever made in Ethiopia you don't access other banks option lol,1,2026-07-06,Dashen
smart app,5,2026-07-06,Dashen
It was the most exceptional application to date; the payment system was user-friendly and provided a consistently pleasant experience on a daily basis.,5,2026-07-06,Dashen
Nice 👍,5,2026-07-05,Dashen
በየጊዜው የተሻሻለውን መጫኑ የበለጠ ቀላልና ለአጠቃቀም ምቹ ስላደረገው በዚሁ ቀጥሉበት።,5,2026-07-05,Dashen
still needs further improvement2,3,2026-07-05,Dashen
much better. the previous version was the worst financial app ever. pain in the a**,4,2026-07-05,Dashen
proud of you,5,2026-07-05,Dashen
Always One Step Ahead 👏👏👏👏,5,2026-07-05,Dashen
nice update,5,2026-07-05,Dashen
excellent,5,2026-07-05,Dashen
customers aproce good 👌,5,2026-07-05,Dashen
User friendly app.,5,2026-07-05,Dashen
አሪፍ ነው,5,2026-07-05,Dashen
Nice App,5,2026-07-05,Dashen
very boring app. It can not work properly. Amole was 100% better than this. There are no any promised updates. Dashen need to give attention to his its customers.,1,2026-07-05,Dashen
So boring and time killing App loading only!!!,1,2026-07-05,Dashen
one step ahead,5,2026-07-04,Dashen
it disactivates and ask to link with the account so often .. even though it seems security thing .. its making me go to the branch like my home to link and activate the app😥,3,2026-07-03,Dashen
tha best bank of ethiopia,5,2026-07-01,Dashen
good,5,2026-07-01,Dashen
not working terrible app,1,2026-07-01,Dashen
The unnecessary tightening of security makes your app unusable. It complains a vpn is running and also doesn't work if developer mode is on. Please review this and take the necessary security actions on your end instead of forcing clients to update their phone settings,3,2026-06-30,Dashen
it needs more adjustment,1,2026-06-28,Dashen
it is good,5,2026-06-27,Dashen
Best for Ethiopia,5,2026-06-26,Dashen
Cool application plus attractive UI,5,2026-06-25,Dashen
Gatkek chuol kang,5,2026-06-25,Dashen
ጥሩ አፕ ነው,5,2026-06-24,Dashen
"Account opening is not working. even the error is not descriptive. just ""something went wrong "".",1,2026-06-22,Dashen
very goods,5,2026-06-20,Dashen
"The Dashen app used to be very good. However, what really frustrates me is that whenever it gets updated—whether automatically or for various other reasons—it often requires me to visit the nearest bank branch. I find this process extremely inconvenient and exhausting. Because of this issue alone, I have reached the point where I am considering stopping the use of the Dashen Super App altogether.",2,2026-06-20,Dashen
dashin best bank one step allways first,5,2026-06-18,Dashen
nice bank,5,2026-06-18,Dashen
good app but app doesn't work by wifi why?,1,2026-06-17,Dashen
ኢ hope,1,2026-06-17,Dashen
"Looks cool but it is very very slow, it has forgot the ultimate purpose... execute things fast, Im not gonna use this shii",1,2026-06-17,Dashen
"I am fed up with Dashen Bank. When I send money to other banks, it gets delayed, and sometimes the money is deducted from my account without being transferred. There is a recurring problem whenever I transfer money from Dashen Bank to other banks.",2,2026-06-17,Dashen
very bad custemer service i hate this company,1,2026-06-11,Dashen
"It's funny how this app has a fancy UI, but it misses some critical sides of processing transactions. Since some recent updates, it is not displaying any transaction completion page after I enter the PIN and confirm the transfers, but it actually is sending the money when I go back and check the balance. It never displays the transaction completion at all. Rather, it sends you back to the receiver account form. This needs a fix.",1,2026-06-11,Dashen
very interesting and useful,5,2026-06-09,Dashen
woooo💪,5,2026-06-09,Dashen
ላየው ነው እስቲ,2,2026-06-05,Dashen
እሄ አፕልኬሽን ከፋይዳጋ አክቲቭ አሎንም አለኝ ችግር አለበት,1,2026-06-05,Dashen
"The UI/UX appears well-designed, but it has some critical issues that need attention, such as the inability to display full transaction histories and the presence of numerous mini-apps within a single card view, making it difficult to locate individual mini-apps easily.",5,2026-06-05,Dashen
"terrible app , very slow and gives no notice . unprofessional",1,2026-06-05,Dashen
🙏🙏🙏 👍👍👍,5,2026-06-05,Dashen
ግን ደህንነቱ የተጠበቀ ነዋ,4,2026-06-04,Dashen
"I am so sorry, and feel bad withvyour mobile app. Note that opened my DB account in very recently and unable to enjoy due to NO reason.",5,2026-05-31,Dashen
annoying app,1,2026-05-31,Dashen
"I am unable to use the application. Even though I made a transaction, it hasn’t been reflected. Customer service is non-existent, and I am completely frustrated with the situation.",1,2026-05-30,Dashen
it was nice,5,2026-05-30,Dashen
"I don't recommend this app. It's the worst mobile banking app I've used. Transactions often fail, making it unreliable. In my experience, I spent about 3 hours trying to complete just 2–3 transactions per week,",1,2026-05-30,Dashen
the app is so slow.Improve its mode of service. Can't update balance inquiry quickly.,2,2026-05-30,Dashen
"The app is good it's easy and fast, but the call center to get help is the worst they won't pick up it's filling like the center is a scam or something else one day I waited for 30 min online it kept ringing.",5,2026-05-29,Dashen
"It's was good, but the network speed of the app is very slow! to be competitive with the companies in the country, i.e.cbe&telebirr.",2,2026-05-28,Dashen
sogood,5,2026-05-27,Dashen
"Compared to other Banks' Apps, this is the poorest one. Sometimes you are obliged to wait for its response for more than 5 minutes.",2,2026-05-27,Dashen
there is error every day,2,2026-05-27,Dashen
wheb I want to open Bank account after rrachunh the accept agreement step it says visit branch. Thats annoying. After all the main reason of opening account online is to not visit branch. Non sense.,1,2026-05-25,Dashen
perfect,5,2026-05-25,Dashen
The old version was much better than the Super App. The Super App has many issues. You should consider rewarding users who report problems to help improve it and truly make it Super,1,2026-05-25,Dashen
"The Dashen Super App is not working as expected. It suddenly stops and prevents users from completing transactions, and this issue can persist for several days. I believe the Super App is not yet scalable. In comparison, Dashen Amole performs better. It would be beneficial to further enhance Amole by adding more features.",1,2026-05-25,Dashen
"it's very bad bank and bad service, A terrible bank with terrible service. This bank is nothing but theft and fraud. I absolutely do not recommend it to anyone. He faced many problems with the bank's services and transfers, and even the ATM did not provide the required service.",1,2026-05-23,Dashen
very fast and nice app,5,2026-05-22,Dashen
Really Amazing!!!,5,2026-05-22,Dashen
it's interesting,5,2026-05-22,Dashen
it's the bast app I have ever used,5,2026-05-21,Dashen
i like you,1,2026-05-21,Dashen
Terrible app. It does not work. I can't use my money for anything. Can't even use the mobile airtime top up. I don't recommend it. Use it at your own risk.,1,2026-05-19,Dashen
you can’t transfer to others banks and it is boring,1,2026-05-18,Dashen
love me,5,2026-05-18,Dashen
"It is a very cool application, but it requires a lot of network data. It also asks for updates too quickly, and it is not very familiar (user-friendly). It would be good if an Amharic option was included for the USSD menu",4,2026-05-17,Dashen
"Misguiding - Claimed anyone can convert ETB to USD for online payments, but not true.",1,2026-05-16,Dashen
ok,5,2026-05-15,Dashen
best app so far. thank you,5,2026-05-15,Dashen
Very Annoying App i tried to open virtual bank account with fayda but in the end it says something went wrong i tried so many times it says something went wrong why???fix it quickly for now i give you 1/5👎👎👎,1,2026-05-14,Dashen
good app but it was doesnt work other bank transfer and require so many updates why,5,2026-05-14,Dashen
"i swear to god , By using this app, I won a Samsung S23 Ultra. Truly, Dashen Bank is one step ahead 👏👏",5,2026-05-14,Dashen
good and easier to used,5,2026-05-14,Dashen
bad mobile banking at all,1,2026-05-13,Dashen
very nice app.,5,2026-05-13,Dashen
very difficult app,1,2026-05-13,Dashen
"Good app, but debit transactions not allowed Why ?",5,2026-05-13,Dashen
"Very bad customer service line. they won't pick up, dialed repeatedly. waited on hold for 20 minutes+. The worst customer service line I have experienced from a big bank.",1,2026-05-12,Dashen
The application booting time is so bad..,3,2026-05-12,Dashen
excelent,5,2026-05-12,Dashen
this app is amaizing,5,2026-05-11,Dashen
fast and very easy to use,5,2026-05-11,Dashen
good but it takes forever to load,4,2026-05-11,Dashen
easy tp use.,5,2026-05-11,Dashen
best app i ever seen,5,2026-05-11,Dashen
it is best but sometime when I need to sign in it request update,3,2026-05-10,Dashen
nice financial app 👌,5,2026-05-10,Dashen
it is terrible and shame update request 3 times a month what is the matter with us?,1,2026-05-09,Dashen
Dashen super app is the latest mobile banking.,5,2026-05-09,Dashen
best but not staple suit and not fast,5,2026-05-09,Dashen
appn keessan kun daddafee update gaafata yeroo gootee garuu password block godhaa maallifi,5,2026-05-09,Dashen
"Dashen Supper up Dashen Bank ,Always one step ahead!",5,2026-05-08,Dashen
top mobile banking app,5,2026-05-08,Dashen
Thank you Dashen Bank,5,2026-05-08,Dashen
dashin bank one step a head,5,2026-05-08,Dashen
Good,5,2026-05-08,Dashen
Nice,5,2026-05-08,Dashen
good app,5,2026-05-08,Dashen
The best mobile super app in Ethiopia specifically I like it's User interface(UI),4,2026-05-08,Dashen
Best app👍,5,2026-05-04,Dashen
yes goode app,5,2026-05-04,Dashen
very interesting,5,2026-05-03,Dashen
Wrong advertisement! You can't open an account using the app.,1,2026-05-01,Dashen
I like it,5,2026-05-01,Dashen
I can't open a bank account It says 'something went wrong',5,2026-04-30,Dashen
"👍👍 አሪፍ ነው ""ለአጠቃም ቀላል ምቹ እና አስተማማኝ ነው ተመችቶኛል 💚💛❤️",5,2026-04-30,Dashen
no faset dashen bsnk,1,2026-04-29,Dashen
it forgets the password in weeks and the biometric password too it says wrong password fix it,1,2026-04-28,Dashen
super,5,2026-04-27,Dashen
"I can't even get into the app just because my Developer mode setting is turned on? why am I getting this message? I'm never turning it off. bye, what a great app😏, it only lasted 3 minutes on my phone (I uninstalled it).",1,2026-04-26,Dashen
wowAmazing Apps,5,2026-04-26,Dashen
great app,5,2026-04-26,Dashen
couldn't open an account onlie. gives me an error repeatedly.,2,2026-04-26,Dashen
I think this app is best compared with other Ethiopian mobile banking apps,5,2026-04-25,Dashen
wow amazing!!!,5,2026-04-24,Dashen
dashen bank super app is incredible !!,3,2026-04-24,Dashen
So great easy wonderfully 😍😍😍,5,2026-04-24,Dashen
super app give alot coin when I shake it zero result😃,1,2026-04-23,Dashen
I realy appreciate it especially virtual card opportunity go a head!👍👍,5,2026-04-23,Dashen
ok👌,5,2026-04-23,Dashen
adegn,5,2026-04-23,Dashen
app size is small and the app is convenient,5,2026-04-22,Dashen
I used this app always,5,2026-04-22,Dashen
good bank Dashen,5,2026-04-22,Dashen
Very reliable.,5,2026-04-22,Dashen
Good app,5,2026-04-22,Dashen
it is excellent and well securried application for using it.,5,2026-04-19,Dashen
The worst mobile banking app ever... I don't think I am ever going to deposit anything from now on if I can't use the app properly. At one point it's working and when you close it and try after 5 minutes it won't even open. A bank this big should be ashamed of not being able to fix it for this long.,1,2026-04-18,Dashen
amazing,5,2026-04-18,Dashen
"i am not interested at all the transaction fee , specially i can't make transaction with wallets..........i thought it was cool ....not interested fix everything and also it have long time loading ufffff",2,2026-04-18,Dashen
The app is not swift and does not use a fast lightweight connection.,2,2026-04-17,Dashen
"I am experiencing a serious issue with the Dashen Super App. I visited a branch and my account was successfully activated. However, shortly after (within about 7 hours), the app started asking me again to visit the branch. In addition, my account balance is not showing even after updating the app, and I can no longer see my account number. This situation is very frustrating, especially after completing the required verification at the branch. The system does not seem stable and it is affecting",1,2026-04-16,Dashen
nice but i ask every week to update.,5,2026-04-16,Dashen
i have used this app starting from the first date that launched it is interested and easiest app next to tellbirr in my experience,5,2026-04-11,Dashen
The worst mobile banking app in Ethiopia🤮🤮🤮,1,2026-04-10,Dashen
it is very Exciting app🙏,5,2026-04-09,Dashen
Transfer to other bank link is still not working .,5,2026-04-09,Dashen
super fast,5,2026-04-08,Dashen
👌👌👌👌,5,2026-04-08,Dashen
it is not working,1,2026-04-07,Dashen
where is the virtual master card you are talking about. are we allowed to have multiple cards since its virtual btw your app is nice,5,2026-04-06,Dashen
Why haven’t you fixed this issue 👇 Temporarily Unavailable We're currently updating this service to improve your experience. It will be restored soon. Thank you for your patience,4,2026-04-06,Dashen
The Best Bank,5,2026-04-05,Dashen
great,5,2026-04-04,Dashen
this dashin super app that I don't recommend anyone use it,1,2026-04-04,Dashen
በዋይፋይ አይሰራም።,1,2026-04-04,Dashen
there is no a system every day,1,2026-04-04,Dashen
You talk much more !! Nothing is UNIQUE THAN OTHER APPS!!!,1,2026-04-04,Dashen
nice app,4,2026-04-01,Dashen
"The app is grand. but it's missing two things. one is the option to see exchange rates and the other is, when opening the app we would love it if there is the option to input your biometrics directly instead of clicking another button to pop it up.",5,2026-03-31,Dashen
i got question why we can't withdraw my remaining 50 birr..... anyother bank let me with draw any amount but dashnbank is kinda of annoying it says it has 50 has to remain are u somekind of theif or tell me how to fix this😡😡,1,2026-03-28,Dashen
very good,5,2026-03-25,Dashen
ምርጥ ነው።,5,2026-03-22,Dashen
👍🏿good,5,2026-03-21,Dashen
amaizing app,5,2026-03-17,Dashen
💯,5,2026-03-17,Dashen
best option,5,2026-03-16,Dashen
like 🥰,5,2026-03-12,Dashen
worst application,1,2026-03-11,Dashen
Excellent,5,2026-03-08,Dashen
so funy,5,2026-03-08,Dashen
Good luck 👍 for my ambition ✔️💯%,4,2026-03-08,Dashen
ዳሸን ሱፐር አፕ ይለያል,5,2026-03-07,Dashen
ሁሌ አይሰራም መሽከርከር ብቻ ባላንስ አያሳይ ትራንስፈር አይሰራ አፑ ራሱ አይከፍት ብር ይቆርጣል እንጂ አይልክ ። ወሬ ብቻ 4 ወር አየውት ወሬ ቲሽ,1,2026-03-05,Dashen
dashen bank super up,5,2026-03-05,Dashen
good but not fast,1,2026-03-03,Dashen
it works all we need but if there is good internet connection.,3,2026-03-01,Dashen
waw,5,2026-02-27,Dashen
yes waw,5,2026-02-26,Dashen
I use this app it's best,5,2026-02-25,Dashen
"What's the problem with VPN?, i use a local VPN and turning that off for this app sucks",1,2026-02-25,Dashen
Thank you. Very nice App.,5,2026-02-25,Dashen
very important,5,2026-02-23,Dashen
"Dashen Bank SuperApp is user‑friendly, fast, and very convenient for daily banking. Transactions are smooth, and the app keeps improving with useful features. A great digital banking experience overall highly recommended.",5,2026-02-23,Dashen
Biometrc authentication is not working in this updated version.,3,2026-02-23,Dashen
One of the best in Ethiopia,5,2026-02-20,Dashen
Mostly slow or doesn't open altogether. A clumsy app,2,2026-02-16,Dashen
"This is painfully very slow to load, switch between accounts and check balances.",1,2026-02-13,Dashen
"the app used to work fine, but the last update ruined something even RTGS transfer isn't working",2,2026-02-10,Dashen
The app is good but sometimes it is lagging,4,2026-02-09,Dashen
please fix the glitch it has bug,3,2026-02-09,Dashen
Problem Everyday! Not even close to other banking apps. Crashing every time and failed to load most of the time!,1,2026-02-09,Dashen
This is the worst mobile banking app I've ever used 😡 please improve it.,1,2026-02-07,Dashen
The most realistic and modernized financial service in ethiopia i recommend every individual to use this application probably. Always one step ahed 💯,5,2026-02-03,Dashen
It's very interesting,5,2026-02-02,Dashen
"The most unreliable, frustrating and worst app I have ever used! imagine being in a restaurant and trying paying bills, but not processing! It is the time you will deeply understand what reliability means.",1,2026-02-01,Dashen
"the amount of times I have gone to the bank to get this thing working is a lot. on top of that, it stops working on a random day which means another bank visit. found it to be unreliable",1,2026-01-31,Dashen
"Disgusting! You can't Buy any goods thinking you will transfer from this app. it is so inconsistent, it is not reliable. The so Called Super app is Super slow. Such a shame! 2/10.",1,2026-01-31,Dashen
መልክ ብቻ,1,2026-01-31,Dashen
"The app is great but please, please do something with the mini statement and the transactions to CBE 🙏🙏🙏",2,2026-01-31,Dashen
please the app is not working properly. fix this problem soon. it's not loading my balance and not able to transfer fund .,3,2026-01-30,Dashen
other bank and telebirr didn't work. Niged Bank is much better,1,2026-01-30,Dashen
It is so boring.....,1,2026-01-30,Dashen
"It is the slowest and most problematic app I have used. The app is often busy and does not open properly. Even when it opens, it fails to display my deposit account balance. I have already updated the app, but the issue is still the same. Dashen, please wake up and fix this.",1,2026-01-30,Dashen
stops working when you need it most.... and its on multiple occasions. and they won't even fix it right away.,1,2026-01-30,Dashen
"This app is so laggy and unreliable, can't even make transaction to wallet or other bank. I tried to reinstall the app now i can't even login to the app",1,2026-01-30,Dashen
yes it's the best app,5,2026-01-29,Dashen
please improve the app function on its not working properly,3,2026-01-29,Dashen
my dashen is really proud,5,2026-01-24,Dashen
the new update asks for a pin again & again its annoying fix it,1,2026-01-24,Dashen
the best design speed attractive 😍 i love this app,5,2026-01-21,Dashen
Good 👍,5,2026-01-21,Dashen
"The user interface and functions are impressive. However, it lags when performing several transactions. It needs attention.",3,2026-01-21,Dashen
it's fast and easy,4,2026-01-20,Dashen
best in class bank,5,2026-01-20,Dashen
it's good,5,2026-01-20,Dashen
Masha Allah this application platform very active and fast so thank you so much future greater than above transaction other customers uster satisfaction regarding to digitalization of Ethiopia 2030 and world 🌎,5,2026-01-19,Dashen
worst bank ever ...,1,2026-01-19,Dashen
dashen: always one stepbahead!,5,2026-01-17,Dashen
higher like the mountain,5,2026-01-16,Dashen
verynice app great,5,2026-01-16,Dashen
Important App,4,2026-01-16,Dashen
please adjust to send to other telebirr wallet,4,2026-01-14,Dashen
ባንችአታላይ ቤዛዊ ትሸዊት ዳሽንባንክ,1,2026-01-10,Dashen
"Dashen supper app is fast ,secure, user-friendly and reliable app that makes managing my daily transaction .This app gives me total control over my accounts with peace of mind.",5,2026-01-09,Dashen
this app good,5,2026-01-09,Dashen
THE WORST BANK. THE WORST APP.,1,2026-01-08,Dashen
satisfied,4,2026-01-03,Dashen
Very bad app I ever saw,1,2026-01-02,Dashen
"Very disappointing app. Other bank transfers don’t work at all I keep getting errors. It’s slow, unreliable, and frustrating Please fix this issue until then, I don’t recommend it",1,2025-12-31,Dashen
best 👌 app,5,2025-12-30,Dashen
"I have been trying repeatedly to send money to my Telebirr wallet and to another account, but your platform completely fails to process the transactions. This has been nothing but a waste of my time and patience. Your system is unreliable and clearly not working as it should. I also contacted your customer service, hoping for support, but they were useless and unprofessional. They showed zero interest in actually solving the problem and offered no meaningful help at all.👎👎👎",1,2025-12-28,Dashen
true app,5,2025-12-27,Dashen
Waw dashen bank my frist choice 👍👍,5,2025-12-26,Dashen
Am satisfied more enough....with Dashen Bank,5,2025-12-26,Dashen
it is a pity that this apk is loosing it purpose and focus diverted. this days it is trash. amole is by far better in serving its purpose,1,2025-12-23,Dashen
telebirr suparapp,5,2025-12-22,Dashen
Very good,5,2025-12-22,Dashen
"the most experienced app, so nice job dashen bank s.c .",5,2025-12-21,Dashen
it's good app I liked,5,2025-12-21,Dashen
"An interesting app; that is convenient, user friendly, fast & so on... w/c leads the banking services to be digitalized locally and be competitive globally at large. We'r proud of DB!!",5,2025-12-20,Dashen
i love dashe supper up. keep up my bank,5,2025-12-19,Dashen
goood app,4,2025-12-17,Dashen
Nice app.,5,2025-12-17,Dashen
dashing bank,5,2025-12-16,Dashen
it is amazing app and also secure,5,2025-12-16,Dashen
This app is vey impressive,5,2025-12-15,Dashen
Great app! Why doesn’t it include digital loan features? Adding this option would be very helpful for customers.,2,2025-12-14,Dashen
"Simple, updated and all enclosive so I prefer it🙏",5,2025-12-12,Dashen
"great app,thanks dashen",5,2025-12-12,Dashen
its good app,5,2025-12-12,Dashen
well,5,2025-12-10,Dashen
it is so fantastic and user friendly app. Bravo Dashen bank thanks.,5,2025-12-09,Dashen
አፑ ቆንጆ ነው ለምንጅነው አሞሌ ላይ ያሉ እሱ ላይ የሌሉት?,3,2025-12-07,Dashen
ilike this app,5,2025-12-07,Dashen
it was perfect but sending money to telebirr isn't available,2,2025-12-06,Dashen
dashen super app easy to use,5,2025-12-05,Dashen
Dashen Bank always one step a head,5,2025-12-05,Dashen
Not good,1,2025-12-05,Dashen
why you always say update.,5,2025-12-04,Dashen
it's very expressive and fast and easy to Use.,5,2025-12-04,Dashen
Dashn Bank is fast and easy,5,2025-12-04,Dashen
this bank is very nice to me,5,2025-12-04,Dashen
it's the best mobile banking app I ever seen,5,2025-12-04,Dashen
ምቹ እና ቀላል ምርጥ መተግበሪያ ነው ወድጄዋለሁ ።,5,2025-12-04,Dashen
than u,5,2025-12-03,Dashen
Interesting App.,5,2025-12-03,Dashen
it takes time to login. but after login its good but sometimes unexpected termination occur in which rises untrust to use usually the app. Because of this am forcely using other bank applications.,3,2025-12-03,Dashen
good jop,5,2025-12-03,Dashen
I always receive excellent service & follow up. they strive to complete customer needs. they always available. I am totally happy with Dashen services given. Thanks. Blessings.,5,2025-12-03,Dashen
ፍፁምውርቁያደቴ,5,2025-12-02,Dashen
ይህ መተግበሪያ በውስጡ የያዘው አገልግሎት ብጣም ጥሩ ነው ነገር ግን በሁሉም የሞባይል device ላይ ሲጫን እና transaction ስንሰራ በጣም ቀርፍፍ እና እዝጋሚ ነው በትንሽ Network መስራት እንዲችል አድርጋቹህ አበልፅጉት አስተካክሉት (customer),3,2025-12-02,Dashen
exelent,5,2025-12-02,Dashen
BeREkT,1,2025-12-02,Dashen
"the is always under mentenance, or temporarily unavailable and they're adding features no one is looking for at the cost of not being able to use the app in the first place.",1,2025-12-02,Dashen
Dashen bank is my first choice it's best bank for me and super app is easy to use anything and it's bery fast.,5,2025-12-02,Dashen
"its Good App when we compare to others but when we enter our code,it takes too long to open the apps fix it please",4,2025-12-01,Dashen
easy to use and comfortable.,5,2025-12-01,Dashen
Great,5,2025-12-01,Dashen
when u release update its always a problem,5,2025-12-01,Dashen
primary choice,5,2025-12-01,Dashen
its use friendly,4,2025-12-01,Dashen
"this app is not good it's, access are limited and u guys are working only on it's graphics we need it for banking activities not for game. make it more active and better its dormant. i don't like it cbe is better than.",1,2025-11-30,Dashen
very smart App easy to use and friendly,5,2025-11-29,Dashen
Very exemplery App to other Bank Aps !,5,2025-11-29,Dashen
It Is An Amazing app,4,2025-11-28,Dashen
"its fast and easy to communicate to the app and its available all area keep it up.i will make Happy for this application thank you dashen bank for your effort,commitment and dedication. i appricated your work.",5,2025-11-26,Dashen
What do you care about my phone's settings? Who are you to tell me what to turn off and on? It is my phone after all. This *develoler option* thing will cost you a lot of users who are willing to leave the bank once and for all. Turn this thing off. 6 you fear this is a security issue fix your side not mine.,1,2025-11-25,Dashen
Exceptional Product.,5,2025-11-23,Dashen
very easy app,3,2025-11-23,Dashen
"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!..",5,2025-11-19,Dashen
በጣም ፈጣን ሥቹ አስተማማኝ ወድጃዋለው,5,2025-11-18,Dashen
"it's a really slow app, I'm not sure what the issue is. Even other bank transfers are not working",2,2025-11-18,Dashen
"it say's disable developer option, i disabled it but its not working still",1,2025-11-17,Dashen
with the super app evry thing i need is just a tap away,5,2025-11-17,Dashen
eyita tips,1,2025-11-15,Dashen
clear and presize,5,2025-11-15,Dashen
smooth and easy!!!,5,2025-11-14,Dashen
I have had an amazing experience with this app;ot os convenient and easy to use,5,2025-11-14,Dashen
"All in One Super App with smooth navigation, transaction and lifestyle services",5,2025-11-14,Dashen
Very nice App.,5,2025-11-14,Dashen
system failure transfer to others account,2,2025-11-13,Dashen
thank you,1,2025-11-13,Dashen
"Only the UI/UX is good, but it doesn't function properly. It's a shame that a leading tech bank has such an app. Amole is far better.",1,2025-11-13,Dashen
"excellent app. to use perfectlly to pay,transfer,tele airtime and so on.",5,2025-11-12,Dashen
wow dashen bank super app,5,2025-11-12,Dashen
"This so-called “Super App” is a complete disappointment. It’s confusing, slow, and full of glitches honestly, it feels like it was designed to test people’s patience, not to help them bank. Calling it “super” is a joke; it’s one of the most useless apps I’ve ever used.",1,2025-11-11,Dashen
very nice app I have ever seen,5,2025-11-10,Dashen
